host_group,collection_date,genome_id,genome_name,subtype,genome_length,decimal_date,year_int
Human,2016-01-28,1866005.6,Influenza A virus (A/New Mexico/06/2016(H3N2)),H3N2,1737,2016.073770491803,2016
Nonhuman Mammal,2012-12-03,1534818.3,Influenza A virus (A/swine/Canada/AHL10/2012(H3N2)),H3N2,1701,2012.9207650273224,2012
Human,2014-11-03,1731238.11,Influenza A virus (A/Illinois/05/2014(H3N2)),H3N2,1701,2014.8383561643836,2014
Human,2008-02-24,1598401.3,Influenza A virus (A/Brisbane/10/2008(H3N2)),H3N2,1698,2008.1475409836064,2008
Human,2015-01-08,1731707.13,Influenza A virus (A/Pennsylvania/10/2015(H3N2)),H3N2,1701,2015.0191780821915,2015
Human,2017-01-04,1948942.14,Influenza A virus (A/Maine/01/2017(H3N2)),H3N2,1737,2017.0082191780823,2017
Human,2015-01-06,1916612.5,Influenza A virus (A/Washington/07/2015(H3N2)),H3N2,1701,2015.013698630137,2015
Nonhuman Mammal,2015-11-25,2052478.3,Influenza A virus (A/canine/China/JLM2/2015(H3N2)),H3N2,1701,2015.8986301369864,2015
Human,2025-02-05,11320.967981,Influenza A virus A/Rhode Island/USAFSAM-15454/2025,H3N2,1701,2025.0958904109589,2025
Human,2016-09-16,2044216.3,Influenza A virus (A/Victoria/624/2016(H3N2)),H3N2,1737,2016.707650273224,2016
Human,2024-12-19,11320.975429,Influenza A virus A/California/LACPHL-INF01356/2024,H3N2,1701,2024.964480874317,2024
Human,2021-11-10,11320.276685,Influenza A virus A/Wisconsin/10/2021,H3N2,1737,2021.8575342465751,2021
Human,2017-09-26,2051180.16,Influenza A virus (A/Missouri/30/2017(H3N2)),H3N2,1737,2017.7342465753425,2017
Human,2024-12-22,11320.970414,Influenza A virus A/Idaho/81/2024,H3N2,1737,2024.9726775956285,2024
Human,2016-12-16,2006018.3,Influenza A virus (A/Missouri/NHRC_36945/2016(H3N2)),H3N2,1701,2016.9562841530055,2016
Human,2017-10-24,2053263.6,Influenza A virus (A/Missouri/32/2017(H3N2)),H3N2,1737,2017.8109589041096,2017
Human,2016-11-17,1932823.7,Influenza A virus (A/Michigan/113/2016(H3N2)),H3N2,1737,2016.877049180328,2016
Human,2009-10-13,1517256.3,Influenza A virus (A/Singapore/C2009.784/2009(H3N2)),H3N2,1762,2009.780821917808,2009
Human,2014-12-10,1703697.3,Influenza A virus (A/North Carolina/4185/2014(H3N2)),H3N2,1701,2014.9397260273972,2014
Human,2015-02-13,1731759.3,Influenza A virus (A/South Dakota/30/2015(H3N2)),H3N2,1701,2015.1178082191784,2015
Human,2016-11-17,1954751.3,Influenza A virus (A/Alberta/155/2016(H3N2)),H3N2,1701,2016.877049180328,2016
Nonhuman Mammal,2015-10-22,1772248.5,Influenza A virus (A/swine/Kansas/A01377619/2015(H3N2)),H3N2,1701,2015.805479452055,2015
Avian,2014-11-18,1639049.11,Influenza A virus (A/duck/Vietnam/HU1-1501/2014(H3N2)),H3N2,1701,2014.8794520547945,2014
Nonhuman Mammal,2017-10-19,2068709.3,Influenza A virus (A/swine/Iowa/A02134240/2017(H3N2)),H3N2,1701,2017.7972602739728,2017
Nonhuman Mammal,2016-05-13,1857632.3,Influenza A virus (A/swine/North Carolina/A01775461/2016(H3N2)),H3N2,1701,2016.363387978142,2016
Nonhuman Mammal,2020-01-28,11320.83092,Influenza A virus A/swine/Iowa/A02479036/2020,H3N2,1701,2020.073770491803,2020
Human,2013-10-12,1515918.5,Influenza A virus (A/Wisconsin/14/2013(H3N2)),H3N2,1701,2013.7780821917809,2013
Human,2017-09-28,2051177.12,Influenza A virus (A/Minnesota/37/2017(H3N2)),H3N2,1737,2017.7397260273972,2017
Human,2016-03-14,2007637.3,Influenza A virus (A/Ontario/196/2016(H3N2)),H3N2,1701,2016.1994535519125,2016
Human,2025-01-21,11320.968843,Influenza A virus A/Oregon/18/2025,H3N2,1737,2025.054794520548,2025
Human,2024-12-23,11320.832828,Influenza A virus A/Florida/ISC-1324/2024,H3N2,1737,2024.9754098360656,2024
Nonhuman Mammal,2017-03-20,1983229.11,Influenza A virus (A/swine/Ohio/A02214230/2017(H3N2)),H3N2,1701,2017.213698630137,2017
Human,2015-04-24,2044180.4,Influenza A virus (A/Victoria/509/2015(H3N2)),H3N2,1737,2015.309589041096,2015
Human,2010-06-23,1598359.3,Influenza A virus (A/Brazil/0791/2010(H3N2)),H3N2,1698,2010.4739726027397,2010
Human,2016-12-21,1954878.3,Influenza A virus (A/British Columbia/142/2016(H3N2)),H3N2,1701,2016.9699453551912,2016
Human,2016-12-03,1932840.5,Influenza A virus (A/Texas/191/2016(H3N2)),H3N2,1737,2016.9207650273224,2016
Human,2011-09-23,1241392.3,Influenza A virus (A/Qingdao/F391/2011(H3N2)),H3N2,1698,2011.72602739726,2011
Human,2017-07-14,2026397.14,Influenza A virus (A/New Jersey/28/2017(H3N2)),H3N2,1737,2017.531506849315,2017
Human,2015-12-25,2039763.3,Influenza A virus (A/Shiraz/1018/2015(H3N2)),H3N2,1701,2015.9808219178085,2015
Human,2014-12-24,1605095.3,Influenza A virus (A/Quebec/112/2014(H3N2)),H3N2,1698,2014.978082191781,2014
Human,2019-10-14,11320.985214,Influenza A virus A/Nicaragua/9557.02.TR3AV1/2019,H3N2,1737,2019.7835616438356,2019
Human,2016-11-09,1928991.6,Influenza A virus (A/Wisconsin/90/2016(H3N2)),H3N2,1737,2016.8551912568305,2016
Human,2014-02-17,1627973.14,Influenza A virus (A/Niigata/13F173/2014(H3N2)),H3N2,1701,2014.1287671232876,2014
Human,2014-12-25,1717054.3,Influenza A virus (A/Virginia/4360/2014(H3N2)),H3N2,1701,2014.9808219178085,2014
Human,2024-02-01,11320.838169,Influenza A virus A/Texas/ISC-1013/2024,H3N2,1737,2024.084699453552,2024
Human,2014-11-19,1703591.3,Influenza A virus (A/Georgia/4049/2014(H3N2)),H3N2,1701,2014.8821917808216,2014
Human,2007-06-27,1598220.3,Influenza A virus (A/Argentina/503/2007(H3N2)),H3N2,1698,2007.4849315068493,2007
Human,2017-04-10,1987198.5,Influenza A virus (A/Indiana/22/2017(H3N2)),H3N2,1737,2017.271232876712,2017
Human,2016-11-14,1928992.14,Influenza A virus (A/Wisconsin/91/2016(H3N2)),H3N2,1737,2016.8688524590164,2016
Human,2017-08-20,2043126.5,Influenza A virus (A/Washington/295/2017(H3N2)),H3N2,1737,2017.6328767123289,2017
Human,2015-03-07,1915113.3,Influenza A virus (A/Palestine/9/2015(H3N2)),H3N2,1701,2015.1780821917807,2015
Human,2009-01,2036361.3,Influenza A virus (A/Hong Kong/CUHK67251/2009(H3N2)),H3N2,1689,2009.0383561643837,2009
Human,2024-12-31,11320.830139,Influenza A virus A/Massachusetts/ISC-1356/2024,H3N2,1737,2024.9945355191255,2024
Human,2025-01-14,11320.831509,Influenza A virus A/Massachusetts/ISC-1077/2025,H3N2,1737,2025.035616438356,2025
Human,2016-09-23,1917610.18,Influenza A virus (A/New York/99/2016(H3N2)),H3N2,1737,2016.726775956284,2016
Human,2012-12-07,1294442.3,Influenza A virus (A/New York/3094/2012(H3N2)),H3N2,1701,2012.931693989071,2012
Human,2010-04-22,1132934.3,Influenza A virus (A/Kenya/096/2010(H3N2)),H3N2,1762,2010.304109589041,2010
Human,2017-12-28,11320.99568,Influenza A virus A/North Carolina/49/2017,H3N2,1737,2017.9890410958903,2017
Human,2016-12-26,1948940.7,Influenza A virus (A/Kentucky/32/2016(H3N2)),H3N2,1737,2016.983606557377,2016
Nonhuman Mammal,2005-03-01,1261904.12,Influenza A virus (A/swine/Oklahoma/00518/2005(H3N2)),H3N2,1737,2005.1616438356164,2005
Human,2016-03-29,1865832.4,Influenza A virus (A/Florida/51/2016(H3N2)),H3N2,1737,2016.24043715847,2016
Human,2015-12-08,1788797.8,Influenza A virus (A/Texas/75/2015(H3N2)),H3N2,1737,2015.9342465753425,2015
Human,2014-09-18,1731406.14,Influenza A virus (A/Michigan/13/2014(H3N2)),H3N2,1701,2014.7123287671232,2014
Human,2017-12-21,11320.98434,Influenza A virus A/Iowa/51/2017,H3N2,1737,2017.9698630136984,2017
Human,2015-03-05,1783410.3,Influenza A virus (A/Thailand/CU-C5572/2015(H3N2)),H3N2,1701,2015.172602739726,2015
Human,2017-02-21,2037409.3,Influenza A virus (A/Oklahoma/6146/2017(H3N2)),H3N2,1701,2017.1397260273973,2017
Human,2014-12-13,1605131.3,Influenza A virus (A/Quebec/71/2014(H3N2)),H3N2,1701,2014.9479452054795,2014
Human,2015-10-01,1788828.6,Influenza A virus (A/Wisconsin/84/2015(H3N2)),H3N2,1701,2015.7479452054797,2015
Human,2016-11-12,2043892.6,Influenza A virus (A/South Australia/143/2016(H3N2)),H3N2,1737,2016.863387978142,2016
Human,2015-01-11,1716652.3,Influenza A virus (A/California/4393/2015(H3N2)),H3N2,1701,2015.027397260274,2015
Human,2017-02-13,1968230.3,Influenza A virus (A/Texas/46/2017(H3N2)),H3N2,1737,2017.1178082191784,2017
Nonhuman Mammal,2009-08-13,1228719.3,Influenza A virus (A/swine/Ohio/09SW99/2009(H3N2)),H3N2,1701,2009.613698630137,2009
Human,2016-12-06,1954778.3,Influenza A virus (A/Alberta/187/2016(H3N2)),H3N2,1701,2016.9289617486336,2016
Human,2019-09-20,11320.985393,Influenza A virus A/Nicaragua/11645.03AV1/2019,H3N2,1737,2019.717808219178,2019
Human,2011-09-13,1602774.7,Influenza A virus (A/Thailand/KS10428/2011(H3N2)),H3N2,1701,2011.6986301369864,2011
Nonhuman Mammal,2016,2005635.7,Influenza A virus (A/canine/Illinois/145135-16-3-1/2016(H3N2)),H3N2,1765,2016.0,2016
Human,2011-12-19,1737276.7,Influenza A virus (A/Pucallpa/FPU00363/2011(H3N2)),H3N2,1701,2011.964383561644,2011
Human,2017-02-08,2005970.3,Influenza A virus (A/California/NHRC_BRD21519N/2017(H3N2)),H3N2,1701,2017.1041095890412,2017
Human,2016-02-24,1924862.3,Influenza A virus (A/Japan/5122/2016(H3N2)),H3N2,1701,2016.1475409836064,2016
Human,2014-11-24,1703600.3,Influenza A virus (A/Georgia/4058/2014(H3N2)),H3N2,1701,2014.8958904109588,2014
Human,2024-11-04,11320.981718,Influenza A virus A/Massachusetts/97/2024,H3N2,1737,2024.8415300546449,2024
Human,2017-10-24,2072063.5,Influenza A virus (A/Florida/85/2017(H3N2)),H3N2,1737,2017.8109589041096,2017
Human,2015-11-02,2043709.3,Influenza A virus (A/Brisbane/195/2015(H3N2)),H3N2,1737,2015.835616438356,2015
Avian,2014-09-06,1789177.3,Influenza A virus (A/green-winged teal/Ohio/14OS1964/2014(H3N2)),H3N2,1740,2014.6794520547944,2014
Human,2017-01-03,1954821.3,Influenza A virus (A/British Columbia/006/2017(H3N2)),H3N2,1701,2017.0054794520547,2017
Human,2011-11-18,1204123.3,Influenza A virus (A/Singapore/GP1760/2011(H3N2)),H3N2,1758,2011.8794520547945,2011
Human,1975,1086850.3,Influenza A virus (A/Bilthoven/1843/1975(H3N2)),H3N2,1734,1975.0,1975
Human,2015-02-18,1731354.4,Influenza A virus (A/Maine/10/2015(H3N2)),H3N2,1701,2015.131506849315,2015
Human,2016-02-01,1865946.6,Influenza A virus (A/Michigan/24/2016(H3N2)),H3N2,1737,2016.084699453552,2016
Human,2017-05-02,11320.245063,Influenza A virus A/Victoria/24/2017,H3N2,1737,2017.331506849315,2017
Human,2017-10-03,2054951.5,Influenza A virus (A/California/86/2017(H3N2)),H3N2,1737,2017.7534246575344,2017
Human,2016-01-12,1865844.18,Influenza A virus (A/Georgia/03/2016(H3N2)),H3N2,1737,2016.0300546448088,2016
Human,2024-11-11,11320.982386,Influenza A virus A/Delaware/93/2024,H3N2,1737,2024.860655737705,2024
Human,2017-10-13,2058016.5,Influenza A virus (A/Michigan/298/2017(H3N2)),H3N2,1737,2017.780821917808,2017
Human,2010-05-25,1599656.3,Influenza A virus (A/Sri Lanka/7/2010(H3N2)),H3N2,1698,2010.3945205479451,2010
Nonhuman Mammal,2015-12-14,1778739.4,Influenza A virus (A/swine/Minnesota/A01941504/2015(H3N2)),H3N2,1701,2015.9506849315069,2015
Human,2007-02,2036337.3,Influenza A virus (A/Hong Kong/CUHK61864/2007(H3N2)),H3N2,1689,2007.123287671233,2007
Human,2011-06-20,1203998.3,Influenza A virus (A/Singapore/MOH09/2011(H3N2)),H3N2,1758,2011.4657534246576,2011
Human,1996-06,2036250.3,Influenza A virus (A/Hong Kong/CUHK21932/1996(H3N2)),H3N2,1689,1996.4535519125684,1996
Human,2016-11-28,1936859.5,Influenza A virus (A/California/177/2016(H3N2)),H3N2,1737,2016.9071038251368,2016
Nonhuman Mammal,2016-11-28,1930265.3,Influenza A virus (A/swine/North Carolina/A01668664/2016(H3N2)),H3N2,1701,2016.9071038251368,2016
Human,2016-01-26,1865972.7,Influenza A virus (A/Missouri/02/2016(H3N2)),H3N2,1737,2016.068306010929,2016
Human,2015-01-14,1716902.3,Influenza A virus (A/New York/4546/2015(H3N2)),H3N2,1701,2015.035616438356,2015
Human,2009-07-29,1056046.6,Influenza A virus (A/Dakar/WRAIR0013N/2009(H3N2)),H3N2,1731,2009.572602739726,2009
Human,2025-02-04,11320.983446,Influenza A virus A/Alabama/USAFSAM-15276/2025,H3N2,1701,2025.0931506849315,2025
Human,2014-12-29,1716826.3,Influenza A virus (A/Massachusetts/4290/2014(H3N2)),H3N2,1701,2014.9917808219177,2014
Human,2021-12-01,11320.282372,Influenza A virus A/Rhode Island/10/2021,H3N2,1737,2021.9150684931508,2021
Human,2009-07-22,1598561.3,Influenza A virus (A/Colombia/6123/2009(H3N2)),H3N2,1698,2009.5534246575344,2009
Human,2011-10-03,1204085.3,Influenza A virus (A/Singapore/KK413/2011(H3N2)),H3N2,1758,2011.7534246575344,2011
Human,2015-01-12,1889791.3,Influenza A virus (A/Beijinghuairou/0496/2015(H3N2)),H3N2,1701,2015.0301369863016,2015
Nonhuman Mammal,2013-01,1287744.5,Influenza A virus (A/swine/Michigan/A01432375/2013(H3N2)),H3N2,1701,2013.0383561643837,2013
Human,2024-12-27,11320.826059,Influenza A virus A/California/LACPHL-INF01438/2024,H3N2,1701,2024.986338797814,2024
Human,2017-12-05,2069517.4,Influenza A virus (A/Kentucky/29/2017(H3N2)),H3N2,1737,2017.92602739726,2017
Nonhuman Mammal,2011-11-15,1133360.5,Influenza A virus (A/swine/North Carolina/A01048779/2011(H3N2)),H3N2,1701,2011.8712328767124,2011
Human,2009-03,2036372.3,Influenza A virus (A/Hong Kong/CUHK69295/2009(H3N2)),H3N2,1689,2009.2,2009
Human,2025-01-08,11320.969537,Influenza A virus A/Nebraska/09/2025,H3N2,1737,2025.0191780821915,2025
Human,2008-02-26,1599772.3,Influenza A virus (A/Thailand/356/2008(H3N2)),H3N2,1698,2008.1530054644809,2008
Nonhuman Mammal,2011-11-15,1159788.3,Influenza A virus (A/swine/Missouri/A01240017/2011(H3N2)),H3N2,1701,2011.8712328767124,2011
Human,2016-12-29,1948988.8,Influenza A virus (A/Rhode Island/31/2016(H3N2)),H3N2,1737,2016.9918032786888,2016
Human,2017-02-06,2037230.3,Influenza A virus (A/Kansas/5985/2017(H3N2)),H3N2,1701,2017.0986301369865,2017
Nonhuman Mammal,2012-10-31,2008262.7,Influenza A virus (A/swine/South Dakota/MT_12_07_1566/2012(H3N2)),H3N2,1762,2012.827868852459,2012
Human,2012-02-07,2043849.3,Influenza A virus (A/South Australia/1/2012(H3N2)),H3N2,1737,2012.1010928961748,2012
Nonhuman Mammal,2015-01-09,1604924.5,Influenza A virus (A/swine/North Carolina/A01840322/2015(H3N2)),H3N2,1701,2015.021917808219,2015
Human,2017-01-24,2037454.3,Influenza A virus (A/Texas/5858/2017(H3N2)),H3N2,1701,2017.06301369863,2017
Human,2011-12-28,1816152.3,Influenza A virus (A/Jordan/B1378/2011(H3N2)),H3N2,1728,2011.9890410958903,2011
Human,2015-03-11,1916621.7,Influenza A virus (A/Washington/32/2015(H3N2)),H3N2,1701,2015.1890410958904,2015
Human,2024-12-19,11320.969777,Influenza A virus A/Michigan/156/2024,H3N2,1737,2024.964480874317,2024
Human,2017-04-24,2027142.3,Influenza A virus (A/California/NHRC_SAR20902N/2017(H3N2)),H3N2,1701,2017.309589041096,2017
Human,2017-01-13,2049772.3,Influenza A virus (A/New York/A-WC-LVD-17-003/2017(H3N2)),H3N2,1737,2017.0328767123287,2017
Human,2005-01-12,1004611.3,Influenza A virus (A/Missouri/NHRC0001/2005(H3N2)),H3N2,1732,2005.0301369863016,2005
Human,2025-01-17,11320.830535,Influenza A virus A/Massachusetts/ISC-1271/2025,H3N2,1737,2025.0438356164384,2025
Human,2017-02-08,2037473.3,Influenza A virus (A/Texas/6165/2017(H3N2)),H3N2,1701,2017.1041095890412,2017
Human,2017-01-23,1964735.16,Influenza A virus (A/Wisconsin/19/2017(H3N2)),H3N2,1737,2017.0602739726028,2017
Human,2017-02-13,2037465.3,Influenza A virus (A/Texas/6021/2017(H3N2)),H3N2,1701,2017.1178082191784,2017
Human,2015-03-05,1731269.6,Influenza A virus (A/Iowa/11/2015(H3N2)),H3N2,1701,2015.172602739726,2015
Human,1993-11-30,1086911.4,Influenza A virus (A/Lyon/1815/1993(H3N2)),H3N2,1734,1993.9123287671232,1993
Human,2015-01-15,1855490.4,Influenza A virus (A/Ishikawa/DS-383/2015(H3N2)),H3N2,1701,2015.0383561643837,2015
Human,2016-02-29,1866178.7,Influenza A virus (A/Wisconsin/33/2016(H3N2)),H3N2,1737,2016.1584699453551,2016
Human,2014-11-24,1889792.3,Influenza A virus (A/Beijingxicheng/1045/2014(H3N2)),H3N2,1701,2014.8958904109588,2014
Human,1995-07-27,1087044.5,Influenza A virus (A/Victoria/75/1995(H3N2)),H3N2,1732,1995.5671232876712,1995
Human,2009-08-03,1173293.3,Influenza A virus (A/Hong Kong/H090-770-V10/2009(H3N2)),H3N2,1738,2009.5863013698631,2009
Human,2016-12-13,1936892.6,Influenza A virus (A/Iowa/40/2016(H3N2)),H3N2,1737,2016.948087431694,2016
Human,2024-12-31,11320.970102,Influenza A virus A/Iowa/149/2024,H3N2,1737,2024.9945355191255,2024
Human,2004-02-04,1101416.6,Influenza A virus (A/Hong Kong/HKU114/2004(H3N2)),H3N2,1698,2004.0928961748632,2004
Human,2021-10-21,11320.275782,Influenza A virus A/California/05/2021,H3N2,1737,2021.8027397260273,2021
Human,2014-12-09,1703700.3,Influenza A virus (A/North Carolina/4188/2014(H3N2)),H3N2,1701,2014.93698630137,2014
Human,2016-03-13,1909822.8,Influenza A virus (A/Arizona/57/2016(H3N2)),H3N2,1737,2016.1967213114751,2016
Human,2014-12-12,1716794.3,Influenza A virus (A/Kansas/4279/2014(H3N2)),H3N2,1701,2014.945205479452,2014
Human,2014-11-06,1731863.5,Influenza A virus (A/Utah/17/2014(H3N2)),H3N2,1701,2014.8465753424657,2014
Human,2017-11-27,2066143.6,Influenza A virus (A/Alaska/73/2017(H3N2)),H3N2,1737,2017.9041095890411,2017
Human,2016-01-27,2043734.7,Influenza A virus (A/Brisbane/30/2016(H3N2)),H3N2,1737,2016.0710382513664,2016
Human,2012-11-22,11320.84173,Influenza A virus A/New York/WC-LVD-12-063/2012,H3N2,1737,2012.8907103825136,2012
Human,2016-01-12,1866037.5,Influenza A virus (A/North Carolina/06/2016(H3N2)),H3N2,1737,2016.0300546448088,2016
Human,2012-09,2036321.3,Influenza A virus (A/Hong Kong/CUHK43137/2012(H3N2)),H3N2,1689,2012.704918032787,2012
Human,2012-03,2036272.3,Influenza A virus (A/Hong Kong/CUHK30085/2012(H3N2)),H3N2,1689,2012.2021857923496,2012
Human,2010-11-23,1598912.3,Influenza A virus (A/Hong Kong/6882/2010(H3N2)),H3N2,1698,2010.8931506849317,2010
Human,2012-12-30,1549969.7,Influenza A virus (A/Connecticut/Flu056/2012(H3N2)),H3N2,1737,2012.9945355191255,2012
Human,2015-02-13,2043872.3,Influenza A virus (A/South Australia/11/2015(H3N2)),H3N2,1737,2015.1178082191784,2015
Human,1989,1086885.4,Influenza A virus (A/Geneva/5007/1989(H3N2)),H3N2,1731,1989.0,1989
Human,2016-11-15,1932484.6,Influenza A virus (A/Louisiana/28/2016(H3N2)),H3N2,1737,2016.8715846994537,2016
Human,2010-04-21,1216894.3,Influenza A virus (A/Singapore/C2010.304V/2010(H3N2)),H3N2,1762,2010.3013698630136,2010
Human,2017-06-13,2026377.6,Influenza A virus (A/Connecticut/24/2017(H3N2)),H3N2,1737,2017.4465753424656,2017
Human,2017-01-17,1960417.5,Influenza A virus (A/Illinois/11/2017(H3N2)),H3N2,1737,2017.0438356164384,2017
Human,2024-10-23,11320.982549,Influenza A virus A/Colorado/222/2024,H3N2,1737,2024.808743169399,2024
Human,2010-10-30,1599916.3,Influenza A virus (A/Victoria/1034/2010(H3N2)),H3N2,1698,2010.827397260274,2010
Human,2012-12-02,1293009.3,Influenza A virus (A/Texas/JMM_43/2012(H3N2)),H3N2,1731,2012.9180327868853,2012
Human,2025-01-28,11320.993181,Influenza A virus A/Michigan/UM-10062051379/2025,H3N2,1701,2025.07397260274,2025
Human,2017-02-01,2037206.3,Influenza A virus (A/Hawaii/6107/2017(H3N2)),H3N2,1701,2017.0849315068492,2017
Human,2016-12-10,1932810.11,Influenza A virus (A/Illinois/50/2016(H3N2)),H3N2,1737,2016.9398907103823,2016
Nonhuman Mammal,2015-02-03,1629344.8,Influenza A virus (A/swine/Nebraska/A01478775/2015(H3N2)),H3N2,1701,2015.090410958904,2015
Human,2014-11-23,1916558.9,Influenza A virus (A/New Hampshire/24/2014(H3N2)),H3N2,1701,2014.8931506849317,2014
Avian,2020-09-25,11320.278488,Influenza A virus A/duck/Vietnam/QN6586/2020,H3N2,1765,2020.7322404371585,2020
Nonhuman Mammal,2017-05-02,2004904.3,Influenza A virus (A/swine/Nebraska/A01785261/2017(H3N2)),H3N2,1701,2017.331506849315,2017
Human,2014-01-13,1627998.14,Influenza A virus (A/Nagasaki/13N007/2014(H3N2)),H3N2,1701,2014.0328767123287,2014
Human,2011-06,2036253.3,Influenza A virus (A/Hong Kong/CUHK23993/2011(H3N2)),H3N2,1689,2011.4520547945208,2011
Human,2009-07-14,1056531.3,Influenza A virus (A/Hong Kong/H090-707-V1(0)/2009(H3N2)) A/Hong Kong/H090-707-V1(0)/2009,H3N2,1701,2009.531506849315,2009
Human,2016-12-13,1954797.3,Influenza A virus (A/Alberta/212/2016(H3N2)),H3N2,1701,2016.948087431694,2016
Human,2024-12-31,11320.825222,Influenza A virus A/Texas/USAFSAM-15503/2024,H3N2,1701,2024.9945355191255,2024
Human,2016-04-20,2007731.3,Influenza A virus (A/Quebec/159/2016(H3N2)),H3N2,1701,2016.3005464480875,2016
Human,2011-03-13,11320.83311,Influenza A virus A/New York/WC-LVD-11-013/2011,H3N2,1737,2011.194520547945,2011
Human,2015-02-20,1731040.7,Influenza A virus (A/California/73/2015(H3N2)),H3N2,1701,2015.13698630137,2015
Nonhuman Mammal,2016-12-01,2030860.3,Influenza A virus (A/swine/Manitoba/D0471/2016(H3N2)),H3N2,1701,2016.915300546448,2016
Human,2016-09-16,2043796.3,Influenza A virus (A/Newcastle/190/2016(H3N2)),H3N2,1737,2016.707650273224,2016
Human,2016-12-09,1954790.3,Influenza A virus (A/Alberta/204/2016(H3N2)),H3N2,1701,2016.9371584699456,2016
Human,2017-03-01,1980840.12,Influenza A virus (A/Texas/68/2017(H3N2)),H3N2,1737,2017.1616438356164,2017
Human,2007-05-18,1599508.3,Influenza A virus (A/Santiago/6881/2007(H3N2)),H3N2,1698,2007.3753424657536,2007
Human,2010-12-29,1598710.3,Influenza A virus (A/Galati/47519/2010(H3N2)),H3N2,1698,2010.9917808219177,2010
Human,2024-11-06,11320.981903,Influenza A virus A/Maryland/59/2024,H3N2,1737,2024.8469945355191,2024
Human,2009-07-28,1056556.3,Influenza A virus (A/Hong Kong/H090-747-V1(0)/2009(H3N2)) A/Hong Kong/H090-747-V1(0)/2009,H3N2,1701,2009.5698630136983,2009
Human,2016-02,2070177.3,Influenza A virus (A/Beijingxicheng/2333/2016(H3N2)),H3N2,1762,2016.122950819672,2016
Human,2016-03-08,1866106.14,Influenza A virus (A/Texas/60/2016(H3N2)),H3N2,1737,2016.1830601092895,2016
Human,2017-10-05,2054953.7,Influenza A virus (A/California/88/2017(H3N2)),H3N2,1737,2017.7589041095891,2017
